2024-03-28 16:36:32,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,False
2024-03-28 16:40:05,3857211698,Software Engineer,AIMQ DEVELOPMENT LLC,True,True
2024-04-09 22:28:24,3860832233,0) Full Stack Engineer,Vital Tech Solutions,True,True
2024-04-09 22:35:42,3832283941,0) Quantitative Developer,Jobot,True,True
2024-04-09 22:36:15,3874275602,0) Sr Software Engineer (Warren),CIeNET Technologies,True,True
2024-04-09 22:36:35,3827214267,0) Full Stack AI Engineer,MOTOR Information Systems,True,True
2024-04-09 22:36:55,3854456823,0) Technical engineer or Embedded or System Engineer or Linux engineer,People Tech Group Inc,True,True
2024-04-09 22:37:12,3783795088,0) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:41:05,3796905534,0) Mid Level Software Engineer,"Accessibility Services, Inc.",True,True
2024-04-09 22:41:28,3866228500,0) Mikrotik Engineer,Mad River Enterprises,True,True
2024-04-09 22:44:56,3880081547,0) DevOps Engineer,Camgian,True,True
2024-04-09 22:55:36,3818300577,1) CMM Programmer,Tenneco,True,True
2024-04-09 22:56:13,3812006594,1) Senior Software Engineer,"Revela, Inc.",True,True
2024-04-09 22:56:30,3764169601,1) Embedded Software Engineer,LER TechForce,True,True
2024-04-09 22:56:50,3864416985,1) Embedded Engineer,People Tech Group Inc,True,True
2024-04-09 22:57:40,3860849293,1) Embedded Software Engineer,Pure Talent Consulting,True,True
2024-04-09 23:03:01,3887422852,1) Dotnet Developer,Imetris Corporation,True,True
2024-04-09 23:07:22,3860352554,1) Senior Full Stack Shopify Developer,Akantro,True,True
2024-04-09 23:10:37,3885141730,1) Experienced Talend ETL Developer,"Retail Insights, LLC",True,True
2024-04-09 23:16:15,3875092654,"1) IT Ops Engineer II - Primarily Remote/On-Site 2-3 days/mth - MS Windows, Linux, Powershell",Conexess Group,True,True
2024-04-09 23:16:34,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:19:25,3827215295,1) Platform Engineer,RE/MAX,True,True
2024-04-09 23:19:59,3840470076,1) Software Engineer,InterEx Group,True,False
2024-04-09 23:20:33,3864393011,1) Application Developer,SysTechCorp Inc,True,False
2024-04-09 23:21:07,3881719303,1) Senior Cloud Developer,JRD Systems,True,False
2024-04-09 23:23:49,3840470076,1) Software Engineer,InterEx Group,True,True
2024-04-09 23:28:02,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,False
2024-04-09 23:30:16,3885092790,1) Senior SAS Programmer - only W2,Intellisoft Technologies,True,True
2025-07-17 22:09:58,4251865583,1) Software Engineer (Backend),RECRIVIO,True,True
2025-07-17 22:10:23,4253323833,1) Java Backend Developer,CSP Solutions,True,True
2025-07-17 22:10:40,4261918551,1) Full Stack Developer,Aigentity,True,True
2025-07-17 22:12:40,4257611909,1) Junior Software Engineer,Taskify,True,True
2025-07-17 22:13:06,4259097916,1) Ingeniero de software,Evertreen,True,True
2025-07-17 22:15:57,4258381361,"1) Backend Engineer (Java, AI/PropTech)",Accolade,True,True
2025-07-17 22:16:12,4268175418,1) Software Engineer,Ditansource,True,True
2025-07-17 22:18:00,4266959459,1) URGENT Hiring: Java Developer (LLM),AquSag Technologies,True,True
2025-07-17 22:18:41,4268156413,1) Java Software Engineer,People Prime Worldwide,True,True
2025-07-17 22:21:46,4263201108,1) Full Stack Developer,JobsFlix,True,True
2025-07-17 22:24:22,4266711090,1) Developer,Teambees Corp,True,True
2025-07-17 22:24:45,4261125078,1) Software Engineer - Entry Level,Procedure,True,True
2025-07-17 22:24:57,4254132340,1) Back End Developer,X-Ack,True,True
2025-07-17 22:25:13,4264308433,1) Full Stack Engineer,Ampera,True,True
2025-07-17 22:25:28,4256479756,1) Software Engineer,Halr,True,True
2025-07-17 22:26:05,4258628073,1) Jr. Full Stack Engineer (Remote – India) - MUST Apply in job Portal,Nurona,True,True
2025-07-17 22:27:56,4257570237,1) Java Software Engineer,Recro,True,True
2025-07-17 22:28:18,4265941219,1) Junior Software Engineer (Remote),IELTSing,True,True
2025-07-17 22:29:30,4265210830,1) Full Stack Engineer,MacroHire,True,True
2025-07-17 22:29:53,4240661356,1) Java Developer – Spring Boot & MongoDB,Adroit Innovative Solutions Inc,True,True
2025-07-17 22:30:32,4257898249,1) Java Developer Spring Boot,Teamified,True,True
2025-07-17 22:30:54,4256184654,1) Full-Stack Engineer (Remote),Dgymbook,True,True
2025-07-17 22:32:21,4252827204,1) Full-Stack Engineer (Remote),Dgymbook,True,True
2025-07-17 22:32:37,4235094751,1) Software Engineer,Seceon Inc.,True,True
2025-07-17 22:33:32,4267667521,1) Software Engineer - Backend Development,smallcase,True,True
2025-07-17 22:33:48,4258116489,1) Back End Developer,Tungsten Technologies,True,True
2025-07-17 22:34:48,4258568528,1) Full Stack Engineer,Beyondsoft,True,True
2025-07-17 22:35:22,4266024095,1) Software Engineer - Full-time,Football Paradise,True,True
2025-07-17 22:35:44,4256478974,1) Back End Developer,Halr,True,True
2025-07-17 22:36:20,4252724625,1) Associate Full Stack Engineer,Momentus Technologies,True,True
2025-07-17 22:36:44,4266126263,1) Full Stack Developer,Automote,True,True
2025-07-17 22:37:16,4267963127,1) Back End Engineer Remote,M0,True,True
2025-07-17 22:38:00,4249875220,1) Software Engineer,OrionTechSolutions,True,True
2025-07-17 22:38:38,4267301250,1) Software Engineer,wedecode.io,True,True
2025-07-17 22:40:00,4267747526,1) Software Engineer - Min 1.5 Yrs - Rs 12.4 LPA,thinkbridge,True,True
2025-07-18 06:05:40,4258695950,3) Full Stack Engineer,Goodfit,True,True
2025-07-18 06:05:56,4259132427,3) Software Engineer (Data),Airbtics,True,True
2025-07-18 06:06:26,4255971632,3) Back End Developer,Runable,True,True
2025-07-18 06:07:11,4266678894,3) Full Stack Developer,Open Hearing,True,True
2025-07-18 06:07:30,4267145947,3) Backend Engineer,PhnyX Lab,True,True
2025-07-18 06:07:44,4261594749,3) Founding Engineer,Krazimo,True,True
2025-07-18 06:08:07,4222805960,3) Full Stack Developer -AWS Cloud,Applogika,True,True
2025-07-18 06:08:39,4255079009,3) Software Engineer (Product / Payments / Core-Java),Pivotrics,True,True
2025-07-18 06:09:10,4261588895,3) Founding Engineer,tribe.best,True,True
2025-07-18 06:09:23,4268168386,3) Full Stack Developer,AI Innovation and Inclusion Initiative (A4I),True,True
2025-07-18 06:09:37,4262889211,3) Full Stack Engineer,Raven,True,True
2025-07-18 06:10:40,4250585011,3) SDE 2 (React Native),Finny,True,True
2025-07-18 06:10:53,4215827272,3) Software Engineer,Beltech AI,True,True
2025-07-18 06:11:10,4262865584,3) Full stack Software developer for saas product,Intopz Technologies Pvt Ltd,True,True
2025-07-18 06:11:33,4216388867,3) Unity 3D Programmer,Appy Monkeys Software Pvt. Ltd.,True,True
2025-07-18 11:12:43,4251870510,3) Developer,ITC Infotech,True,True
2025-07-18 11:13:04,4262155525,3) Software Developer,Zyoin Group,True,True
2025-07-18 11:13:24,4264827895,3) FullStack Engineer [T500-18261],ANSR,True,True
2025-07-18 11:13:54,4266603265,3) Software Engineer I (Nodejs),7-Eleven Global Solution Center – India,True,True
2025-07-18 11:14:26,4267140731,3) Full Stack Engineer (Golang),TechConnexions - Startup Hiring Specialists,True,True
2025-07-18 11:14:41,4258328729,3) Full Stack Engineer,Smarsh,True,True
2025-07-18 11:16:05,4258445958,3) Java Fullstack Developer,Relanto,True,True
2025-07-18 11:16:43,4259987733,3) Mernstack developer,Mount Talent Consulting Pvt Ltd.,True,True
2025-07-18 11:18:03,4255535890,3) Software Engineer II,Yield Engineering Systems,True,True
2025-07-18 11:18:41,4214133818,3) Software Engineer – Xshield Security Platform,ColorTokens Inc.,True,True
2025-07-18 11:19:03,4254816780,3) Software Developer,JOBWORLD INDIA PRIVATE LIMITED,True,True
2025-07-18 11:19:15,4255525038,3) Full Stack Developer - Delhi - GO/JC/436/2025,Golden Opportunities,True,True
2025-07-18 11:19:49,4255540409,3) Software Engineer,Greenway Health,True,True
2025-07-18 11:20:35,4157626033,3) Junior LAMP Developer,Metropolis Technologies,True,True
2025-07-18 11:21:03,4253723835,3) Jr - Full stack developer - GO/JC/413/2025,Golden Opportunities,True,True
2025-07-18 11:21:42,4251867277,3) Software Engineer,Giant Eagle GCC,True,True
2025-07-18 11:22:06,4263358139,3) Kafka Developer,Brace Infotech Private Ltd,True,True
2025-07-18 11:22:40,4251735552,3) Software Engineer (GetThere),Serko,True,True
2025-07-18 11:23:35,4187407035,2) Software Engineer (GetThere),Serko,True,True
2025-07-18 11:24:05,4250366227,2) Back End Engineer,Nomia Ltd,True,True
2025-07-18 11:24:38,4260049892,2) Full Stack Engineer,Rakuten Symphony,True,True
